Directory of Federal Real Property
Real Property and Materiel Policy Division
Treasury Board of Canada Secretariat
Government of Canada

Security Level: Not Protected
Date: January 6th, 2023
Sort order:
Character set: ISO 8859 Latin 1
Field Delimiter: Comma
Text Qualifier: Double quote
Field Names: Included in line 16
Data: Begins on line 17
Help: DFRP-ADMIN-RBIF@tbs-sct.gc.ca

"Structure Number (TEXT data)","Structure Use Code (TEXT data)","Structure Use"
"120190","29 ","Residential"
"120191","29 ","Residential"
"120192","29 ","Residential"
"120193","29 ","Residential"
"120194","29 ","Residential"
"120195","29 ","Residential"
"120196","29 ","Residential"
"120197","29 ","Residential"
"120198","29 ","Residential"
"120199","29 ","Residential"
"120200","29 ","Residential"
"120201","29 ","Residential"
"120202","29 ","Residential"
"120203","29 ","Residential"
"120204","29 ","Residential"
"120205","29 ","Residential"
"120206","29 ","Residential"
"120207","29 ","Residential"
"120208","29 ","Residential"
"120209","29 ","Residential"
"120210","29 ","Residential"
"120211","29 ","Residential"
"120212","29 ","Residential"
"120213","29 ","Residential"
"120214","29 ","Residential"
"120215","29 ","Residential"
"120216","29 ","Residential"
"120217","29 ","Residential"
"120218","29 ","Residential"
"120219","29 ","Residential"
"120220","29 ","Residential"
"120221","29 ","Residential"
"120222","29 ","Residential"
"120223","29 ","Residential"
"120224","29 ","Residential"
"120225","29 ","Residential"
"120226","29 ","Residential"
"120227","29 ","Residential"
"120228","29 ","Residential"
"120229","29 ","Residential"
"120230","29 ","Residential"
"120231","29 ","Residential"
"120232","29 ","Residential"
"120233","29 ","Residential"
"120234","29 ","Residential"
"120235","29 ","Residential"
"120236","29 ","Residential"
"120237","29 ","Residential"
"120238","29 ","Residential"
"120239","29 ","Residential"
"120240","29 ","Residential"
"120241","29 ","Residential"
"120242","29 ","Residential"
"120243","29 ","Residential"
"120244","29 ","Residential"
"120245","29 ","Residential"
"120246","29 ","Residential"
"120247","29 ","Residential"
"120248","29 ","Residential"
"120249","29 ","Residential"
"120250","29 ","Residential"
"120251","29 ","Residential"
"120252","29 ","Residential"
"120253","29 ","Residential"
"120254","29 ","Residential"
"120256","29 ","Residential"
"120257","29 ","Residential"
"120258","29 ","Residential"
"120259","29 ","Residential"
"120260","29 ","Residential"
"120261","29 ","Residential"
"120262","29 ","Residential"
"120263","29 ","Residential"
"120264","29 ","Residential"
"120265","29 ","Residential"
"120266","29 ","Residential"
"120267","29 ","Residential"
"120268","29 ","Residential"
"120269","29 ","Residential"
"120270","29 ","Residential"
"120272","29 ","Residential"
"120273","29 ","Residential"
"120274","29 ","Residential"
"120275","29 ","Residential"
"120276","29 ","Residential"
"120277","29 ","Residential"
"120278","29 ","Residential"
"120279","29 ","Residential"
"120280","29 ","Residential"
"120281","29 ","Residential"
"120282","29 ","Residential"
"120283","29 ","Residential"
"120284","29 ","Residential"
"120285","29 ","Residential"
"120286","29 ","Residential"
"120287","29 ","Residential"
"120288","29 ","Residential"
"120289","29 ","Residential"
"120290","29 ","Residential"
"120291","29 ","Residential"
"120292","29 ","Residential"
"120293","29 ","Residential"
"120294","29 ","Residential"
"120295","29 ","Residential"
"120296","29 ","Residential"
"120297","29 ","Residential"
"120298","29 ","Residential"
"120299","29 ","Residential"
"120300","29 ","Residential"
"120301","29 ","Residential"
"120302","29 ","Residential"
"120303","29 ","Residential"
"120304","29 ","Residential"
"120305","29 ","Residential"
"120306","29 ","Residential"
"120307","29 ","Residential"
"120308","29 ","Residential"
"120309","29 ","Residential"
"120310","29 ","Residential"
"120311","29 ","Residential"
"120312","29 ","Residential"
"120313","29 ","Residential"
"120314","29 ","Residential"
"120315","29 ","Residential"
"120316","29 ","Residential"
"120318","29 ","Residential"
"120319","29 ","Residential"
"120320","29 ","Residential"
"120321","29 ","Residential"
"120322","29 ","Residential"
"120323","29 ","Residential"
"120324","29 ","Residential"
"120325","29 ","Residential"
"120326","29 ","Residential"
"120327","29 ","Residential"
"120328","29 ","Residential"
"120329","29 ","Residential"
"120330","29 ","Residential"
"120331","29 ","Residential"
"120332","29 ","Residential"
"120333","29 ","Residential"
"120334","29 ","Residential"
"120335","29 ","Residential"
"120336","29 ","Residential"
"120337","29 ","Residential"
"120338","29 ","Residential"
"120339","29 ","Residential"
"120340","29 ","Residential"
"120341","29 ","Residential"
"120342","29 ","Residential"
"120343","29 ","Residential"
"120344","29 ","Residential"
"120345","29 ","Residential"
"120346","29 ","Residential"
"120347","29 ","Residential"
"120348","29 ","Residential"
"120349","29 ","Residential"
"120350","29 ","Residential"
"120351","29 ","Residential"
"120352","29 ","Residential"
"120353","29 ","Residential"
"120354","29 ","Residential"
"120355","29 ","Residential"
"120356","29 ","Residential"
"120357","29 ","Residential"
"120358","29 ","Residential"
"120359","29 ","Residential"
"120360","29 ","Residential"
"120361","29 ","Residential"
"120362","29 ","Residential"
"120363","29 ","Residential"
"120364","29 ","Residential"
"120365","29 ","Residential"
"120366","29 ","Residential"
"120367","29 ","Residential"
"120368","29 ","Residential"
"120369","29 ","Residential"
"120370","29 ","Residential"
"120372","29 ","Residential"
"120373","29 ","Residential"
"120374","29 ","Residential"
"120375","29 ","Residential"
"120376","29 ","Residential"
"120377","29 ","Residential"
"120378","29 ","Residential"
"120379","29 ","Residential"
"120380","29 ","Residential"
"120381","29 ","Residential"
"120382","29 ","Residential"
"120383","29 ","Residential"
"120384","29 ","Residential"
"120385","29 ","Residential"
"120386","29 ","Residential"
"120387","29 ","Residential"
"120388","29 ","Residential"
"120389","29 ","Residential"
"120390","29 ","Residential"
"120391","29 ","Residential"
"120392","29 ","Residential"
"120393","29 ","Residential"
"120394","29 ","Residential"
"120395","29 ","Residential"
"120396","29 ","Residential"
"120397","29 ","Residential"
"120398","29 ","Residential"
"120399","29 ","Residential"
"120400","29 ","Residential"
"120401","29 ","Residential"
"120402","29 ","Residential"
"120403","29 ","Residential"
"120404","29 ","Residential"
"120405","29 ","Residential"
"120406","29 ","Residential"
"120407","29 ","Residential"
"120408","29 ","Residential"
"120409","29 ","Residential"
"120410","29 ","Residential"
"120411","29 ","Residential"
"120412","29 ","Residential"
"120413","29 ","Residential"
"120414","29 ","Residential"
"120415","29 ","Residential"
"120416","29 ","Residential"
"120417","29 ","Residential"
"120418","29 ","Residential"
"120419","29 ","Residential"
"120420","29 ","Residential"
"120421","29 ","Residential"
"120422","29 ","Residential"
"120423","29 ","Residential"
"120424","29 ","Residential"
"120425","29 ","Residential"
"120426","29 ","Residential"
"120427","29 ","Residential"
"120428","29 ","Residential"
"120429","29 ","Residential"
"120430","29 ","Residential"
"120431","29 ","Residential"
"120432","29 ","Residential"
"120433","29 ","Residential"
"120434","29 ","Residential"
"120435","29 ","Residential"
"120436","29 ","Residential"
"120437","29 ","Residential"
"120438","29 ","Residential"
"120439","29 ","Residential"
"120440","29 ","Residential"
"120441","29 ","Residential"
"120442","29 ","Residential"
"120443","29 ","Residential"
"120444","29 ","Residential"
"120445","29 ","Residential"
"120446","29 ","Residential"
"120447","29 ","Residential"
"120448","29 ","Residential"
"120449","29 ","Residential"
"120450","29 ","Residential"
"120451","29 ","Residential"
"120452","29 ","Residential"
"120453","29 ","Residential"
"120454","29 ","Residential"
"120455","29 ","Residential"
"120456","29 ","Residential"
"120457","29 ","Residential"
"120458","29 ","Residential"
"120459","29 ","Residential"
"120460","29 ","Residential"
"120461","29 ","Residential"
"120462","29 ","Residential"
"120463","29 ","Residential"
"120464","29 ","Residential"
"120465","29 ","Residential"
"120466","29 ","Residential"
"120467","29 ","Residential"
"120468","29 ","Residential"
"120469","29 ","Residential"
"120470","29 ","Residential"
"120471","29 ","Residential"
"120472","29 ","Residential"
"120473","29 ","Residential"
"120474","29 ","Residential"
"120475","29 ","Residential"
"120476","29 ","Residential"
"120477","29 ","Residential"
"120478","29 ","Residential"
"120479","29 ","Residential"
"120480","29 ","Residential"
"120481","29 ","Residential"
"120482","29 ","Residential"
"120483","29 ","Residential"
"120484","29 ","Residential"
"120485","29 ","Residential"
"120486","29 ","Residential"
"120487","29 ","Residential"
"120488","29 ","Residential"
"120489","29 ","Residential"
"120490","29 ","Residential"
"120491","29 ","Residential"
"120492","29 ","Residential"
"120493","29 ","Residential"
"120494","29 ","Residential"
"120495","29 ","Residential"
"120496","29 ","Residential"
"120497","29 ","Residential"
"120498","29 ","Residential"
"120499","29 ","Residential"
"120500","29 ","Residential"
"120501","29 ","Residential"
"120502","29 ","Residential"
"120503","29 ","Residential"
"120504","29 ","Residential"
"120505","29 ","Residential"
"120506","29 ","Residential"
"120507","29 ","Residential"
"120508","29 ","Residential"
"120509","29 ","Residential"
"120510","29 ","Residential"
"120511","29 ","Residential"
"120512","29 ","Residential"
"120513","29 ","Residential"
"120514","29 ","Residential"
"120515","29 ","Residential"
"120516","29 ","Residential"
"120517","29 ","Residential"
"120518","29 ","Residential"
"120519","29 ","Residential"
"120520","29 ","Residential"
"120521","29 ","Residential"
"120522","29 ","Residential"
"120523","29 ","Residential"
"120524","29 ","Residential"
"120525","29 ","Residential"
"120526","29 ","Residential"
"120527","29 ","Residential"
"120528","29 ","Residential"
"120529","29 ","Residential"
"120530","29 ","Residential"
"120531","29 ","Residential"
"120532","29 ","Residential"
"120533","29 ","Residential"
"120534","29 ","Residential"
"120535","29 ","Residential"
"120536","29 ","Residential"
"120537","29 ","Residential"
"120538","29 ","Residential"
"120539","29 ","Residential"
"120540","29 ","Residential"
"120541","29 ","Residential"
"120542","29 ","Residential"
"120543","29 ","Residential"
"120544","29 ","Residential"
"120545","29 ","Residential"
"120546","29 ","Residential"
"120547","29 ","Residential"
"120548","29 ","Residential"
"120549","29 ","Residential"
"120550","29 ","Residential"
"120551","29 ","Residential"
"120552","29 ","Residential"
"120553","29 ","Residential"
"120554","29 ","Residential"
"120555","29 ","Residential"
"120556","29 ","Residential"
"120557","29 ","Residential"
"120558","29 ","Residential"
"120559","29 ","Residential"
"120560","29 ","Residential"
"120561","29 ","Residential"
"120562","29 ","Residential"
"120563","29 ","Residential"
"120564","29 ","Residential"
"120565","29 ","Residential"
"120566","29 ","Residential"
"120567","29 ","Residential"
"120568","29 ","Residential"
"120569","29 ","Residential"
"120570","29 ","Residential"
"120572","29 ","Residential"
"120573","29 ","Residential"
"120574","29 ","Residential"
"120575","29 ","Residential"
"120576","29 ","Residential"
"120577","29 ","Residential"
"120578","29 ","Residential"
"120579","29 ","Residential"
"120580","29 ","Residential"
"120581","29 ","Residential"
"120582","29 ","Residential"
"120583","29 ","Residential"
"120584","29 ","Residential"
"120585","29 ","Residential"
"120586","29 ","Residential"
"120587","29 ","Residential"
"120588","29 ","Residential"
"120589","29 ","Residential"
"120590","29 ","Residential"
"120591","29 ","Residential"
"120592","29 ","Residential"
"120593","29 ","Residential"
"120594","29 ","Residential"
"120595","29 ","Residential"
"120596","29 ","Residential"
"120597","29 ","Residential"
"120598","29 ","Residential"
"120599","29 ","Residential"
"120600","29 ","Residential"
"120601","29 ","Residential"
"120602","29 ","Residential"
"120603","29 ","Residential"
"120604","29 ","Residential"
"120605","29 ","Residential"
"120606","29 ","Residential"
"120607","29 ","Residential"
"120608","29 ","Residential"
"120609","29 ","Residential"
"120610","29 ","Residential"
"120611","29 ","Residential"
"120612","29 ","Residential"
"120613","29 ","Residential"
"120615","29 ","Residential"
"120616","29 ","Residential"
"120617","29 ","Residential"
"120618","29 ","Residential"
"120619","29 ","Residential"
"120620","29 ","Residential"
"120621","29 ","Residential"
"120622","29 ","Residential"
"120623","29 ","Residential"
"120624","29 ","Residential"
"120625","29 ","Residential"
"120626","29 ","Residential"
"120627","29 ","Residential"
"120628","29 ","Residential"
"120629","29 ","Residential"
"120630","29 ","Residential"
"120631","29 ","Residential"
"120632","29 ","Residential"
"120633","29 ","Residential"
"120634","29 ","Residential"
"120635","29 ","Residential"
"120636","29 ","Residential"
"120637","29 ","Residential"
"120638","29 ","Residential"
"120639","29 ","Residential"
"120640","29 ","Residential"
"120641","29 ","Residential"
"120642","29 ","Residential"
"120643","29 ","Residential"
"120644","29 ","Residential"
"120645","29 ","Residential"
"120646","29 ","Residential"
"120647","29 ","Residential"
"120648","29 ","Residential"
"120649","29 ","Residential"
"120650","29 ","Residential"
"120651","29 ","Residential"
"120652","29 ","Residential"
"120653","29 ","Residential"
"120654","29 ","Residential"
"120655","29 ","Residential"
"120656","29 ","Residential"
"120657","29 ","Residential"
"120658","29 ","Residential"
"120659","29 ","Residential"
"120660","29 ","Residential"
"120661","29 ","Residential"
"120662","29 ","Residential"
"120663","29 ","Residential"
"120664","29 ","Residential"
"120665","29 ","Residential"
"120667","29 ","Residential"
"120668","29 ","Residential"
"120669","29 ","Residential"
"120670","29 ","Residential"
"120672","29 ","Residential"
"120673","29 ","Residential"
"120674","29 ","Residential"
"120675","29 ","Residential"
"120676","29 ","Residential"
"120677","29 ","Residential"
"120678","29 ","Residential"
"120679","17 ","Education and Training"
"120681","45 ","Office"
"120684","19 ","Services and Utilities"
"120687","29 ","Residential"
"120688","29 ","Residential"
"120689","41 ","Military"
"120690","63 ","Warehouse, Storage and Workshops"
"120691","47 ","Parks and Recreation"
"120693","63 ","Warehouse, Storage and Workshops"
