Directory of Federal Real Property
Real Property and Materiel Policy Division
Treasury Board of Canada Secretariat
Government of Canada

Security Level: Not Protected
Date: January 3rd, 2023
Sort order:
Character set: ISO 8859 Latin 1
Field Delimiter: Comma
Text Qualifier: Double quote
Field Names: Included in line 16
Data: Begins on line 17
Help: DFRP-ADMIN-RBIF@tbs-sct.gc.ca

"Structure Number (TEXT data)","Property Number (TEXT data)","Structure Name","Custodian Code (TEXT data)","Custodian Name","Interest Type Code (TEXT data)","Interest Type","Street Address","Floor Area","Construction Year","Condition Type Code (TEXT data)","Condition","Fully Occupied Building","SGC Code (TEXT data)","Municipality","Province or Territory Code (TEXT data)","Province or Territory","Federal Electoral District Code (TEXT data)","Federal Electoral District","Country Code (TEXT data)","Country","City Code (TEXT data)","City","Latitude","Longitude","Security Code (TEXT data)","Security Designation","Census Classification","Record Created On","Record Last Modified On"
"022716","22716","1500 Ouellette Avenue","140","Public Services and Procurement Canada","24","Lease or Licence","Unit 200 - 1500 Ouellette Ave, Windsor, Ontario, N8X 1K7","123.00","","","","No","3537039","Windsor","35","Ontario","117","Windsor West","CA","Canada","","","42.300444","-83.027536","0","Not Protected","Urban","2014-12-13 5:00:00 AM","2019-12-17 11:03:44 AM"
"022746","22746","New Building - Qilangnguanaa Rd","140","Public Services and Procurement Canada","24","Lease or Licence","Qalangnguanaa Road","22.00","","1","Good","No","2499130","Kangiqsujuaq","24","Quebec","001","Abitibi--Baie-James--Nunavik--Eeyou","CA","Canada","","","61.588100","-71.958200","0","Not Protected","Rural","2015-01-10 12:30:01 PM","2021-12-14 5:00:00 AM"
"022764","22764","150 Slater Street","140","Public Services and Procurement Canada","24","Lease or Licence","150 Slater Street","3454.00","","","","Yes","3506008","Ottawa","35","Ontario","075","Ottawa Centre","CA","Canada","","","45.419918","-75.697158","0","Not Protected","Rural","2016-01-27 12:00:02 PM","2020-01-17 5:00:00 AM"
"022767","22767","933 Mivvik Street","140","Public Services and Procurement Canada","24","Lease or Licence","933 Mivvik Street","2111.00","","","","Yes","6204003","Iqaluit","62","Nunavut","001","Nunavut","CA","Canada","","","63.749167","-68.523056","0","Not Protected","Rural","2015-01-30 5:00:00 AM","2020-01-17 5:00:00 AM"
"022770","22770","1230 Old Innes Road","140","Public Services and Procurement Canada","24","Lease or Licence","1230 Old Innes Road","2210.00","","","","Yes","3506008","Ottawa","35","Ontario","077","Ottawa South","CA","Canada","","","45.407933","-75.615369","0","Not Protected","Rural","2015-02-18 5:00:00 AM","2022-09-15 12:00:00 PM"
"022777","22777","NRC-IRAP St. John's","130","National Research Council Canada","24","Lease or Licence","240 Prince Philip Drive, Office EN3024, St. John's, NL  A1B 3X5","22.00","","","","Yes","1001519","St. John's","10","Newfoundland and Labrador","006","St. John's East","CA","Canada","","","47.574910","-52.735435","0","Not Protected","Rural","2015-02-13 5:00:00 AM","2021-06-17 12:00:00 PM"
"022993","22993","1322 Federal Road","140","Public Services and Procurement Canada","24","Lease or Licence","1322 Federal Road","482.00","","","","Yes","6204003","Iqaluit","62","Nunavut","001","Nunavut","CA","Canada","","","63.753680","-68.528424","0","Not Protected","Rural","2015-02-18 12:30:00 PM","2020-03-10 12:00:00 PM"
"022999","22999","5160  Décarie Blvd","140","Public Services and Procurement Canada","24","Lease or Licence","5160 Decarie Boulevard","606.00","","","","No","2466023","Montréal","24","Quebec","052","Mount Royal","CA","Canada","","","45.483842","-73.630839","0","Not Protected","Urban","2015-02-27 5:00:00 AM","2019-04-18 5:00:00 AM"
"023026","25842","Victoria","540","Business Development Bank of Canada","24","Lease or Licence","320-1515 Douglas St","331.00","","0","Unknown","No","5917034","Victoria","59","British Columbia","041","Victoria","CA","Canada","","","48.428317","-123.364168","0","Not Protected","Urban","2018-12-20 5:00:00 AM","2018-12-28 12:00:01 PM"
"023076","23076","283 Reid Street","140","Public Services and Procurement Canada","24","Lease or Licence","283 Reid Street, Quesnel, British Columbia, V2J 2M1","294.00","","","","No","5941013","Quesnel","59","British Columbia","004","Cariboo--Prince George","CA","Canada","","","52.977029","-122.496871","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2022-08-11 5:00:00 AM"
"023077","23077","Queen Square","140","Public Services and Procurement Canada","24","Lease or Licence","45  Alderney Drive, Dartmouth, Nova Scotia, B2Y 2N6","9957.00","","","","No","1209034","Halifax","12","Nova Scotia","004","Dartmouth--Cole Harbour","CA","Canada","","","44.665300","-63.569300","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2022-12-16 12:00:00 PM"
"023135","23135","PM01 ","161","Correctional Service of Canada","10","Crown Owned","508 Portsmouth Avenue, PO Box 1174 ","903.00","1855","1","Good","Yes","3510010","Kingston","35","Ontario","044","Kingston and the Islands","CA","Canada","","","44.237619","-76.528651","0","Not Protected","Rural","2009-01-20 8:07:42 AM","2022-11-18 12:00:00 PM"
"023158","23158","139 Northfield Dr West","140","Public Services and Procurement Canada","24","Lease or Licence","139 Northfield Drive West, Waterloo, Ontario, N2L 5A6","2634.00","","","","No","3530016","Waterloo","35","Ontario","112","Waterloo","CA","Canada","","","43.497240","-80.543964","0","Not Protected","Urban","2015-08-20 5:00:01 AM","2019-05-17 12:00:00 PM"
"023225","23225","3212 Principale Street","140","Public Services and Procurement Canada","24","Lease or Licence","3212 Principale Street","466.00","","","","Yes","1315002","Tracadie","13","New Brunswick","001","Acadie--Bathurst","CA","Canada","","","47.531475","-64.911469","0","Not Protected","Rural","2016-01-29 5:00:01 AM","2019-12-13 5:00:00 AM"
"023319","23319","Leamington Mall","140","Public Services and Procurement Canada","24","Lease or Licence","215 Talbot Street East, Leamington, Ontario, N8H 1N8","629.00","","","","No","3537003","Leamington","35","Ontario","017","Chatham-Kent--Leamington","CA","Canada","","","42.058114","-82.585776","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2020-10-02 12:00:00 PM"
"023342","23342","McMurray Furniture Home Centre","140","Public Services and Procurement Canada","24","Lease or Licence","306  MacKay Crescent, Fort McMurray, Alberta, T9H 4E4","316.00","","","","No","4816037","Wood Buffalo","48","Alberta","023","Fort McMurray--Cold Lake","CA","Canada","","","56.670948","-111.334284","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2020-01-17 5:00:00 AM"
"023432","23432","1175 Janelle St","140","Public Services and Procurement Canada","24","Lease or Licence","1175 Janelle Street","1100.00","","","","No","2449058","Drummondville","24","Quebec","025","Drummond","CA","Canada","","","45.889482","-72.515622","0","Not Protected","Rural","2016-01-21 2:13:14 PM","2019-05-17 12:00:00 PM"
"023491","23491","9177 Langelier Blvd","140","Public Services and Procurement Canada","24","Lease or Licence","9177 Langelier Blvd","724.00","","","","No","2466023","Montréal","24","Quebec","069","Saint-Léonard--Saint-Michel","CA","Canada","","","45.604337","-73.601071","0","Not Protected","Urban","2016-02-25 5:00:00 AM","2019-04-18 5:00:00 AM"
"023508","23508","Plastik Building","140","Public Services and Procurement Canada","24","Lease or Licence","159-161 Minnesota Drive","280.00","","","","No","1004019","Stephenville","10","Newfoundland and Labrador","005","Long Range Mountains","CA","Canada","","","48.560517","-58.554571","0","Not Protected","Rural","2016-03-09 5:00:01 AM","2019-05-17 12:00:00 PM"
"023511","23511","FCC Medicine Hat","530","Farm Credit Canada","24","Lease or Licence","Bay 107, 2702 Box Springs Close","279.00","","0","Unknown","No","4801006","Medicine Hat","48","Alberta","027","Medicine Hat--Cardston--Warner","CA","Canada","","","50.065873","-110.735778","0","Not Protected","Urban","2016-03-09 5:00:01 AM","2020-11-25 12:00:00 PM"
"023531","23531","Hobsons Lake Drive Building","140","Public Services and Procurement Canada","24","Lease or Licence","145 Hobson Lake Drive","10427.00","","","","No","1209034","Halifax","12","Nova Scotia","006","Halifax West","CA","Canada","","","44.640900","-63.675000","0","Not Protected","Rural","2016-05-12 5:00:00 AM","2022-05-13 12:00:00 PM"
"023549","07608","Les Terrasses de la Chaudière - Central Building","140","Public Services and Procurement Canada","10","Crown Owned","1 Promenade du Portage, Gatineau, Quebec, J8X 4B1","11247.00","1975","4","Critical","Yes","2481017","Gatineau","24","Quebec","030","Hull--Aylmer","CA","Canada","","","45.425205","-75.721669","0","Not Protected","Urban","2016-09-24 12:00:01 PM","2022-11-30 5:00:00 AM"
"023617","23617","225 Holditch Street","140","Public Services and Procurement Canada","24","Lease or Licence","225  Holditch Street, Sturgeon Falls, Ontario, P0H 2G0","2387.00","","","","No","3548055","West Nipissing","35","Ontario","069","Nickel Belt","CA","Canada","","","46.366407","-79.931251","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2022-06-01 12:00:00 PM"
"023626","23626","40 King Street West","140","Public Services and Procurement Canada","24","Lease or Licence","40 King Street West, Oshawa, Ontario, L1H 1A4","288.00","","","","No","3518013","Oshawa","35","Ontario","074","Oshawa","CA","Canada","","","43.897346","-78.865291","0","Not Protected","Urban","2016-10-21 5:00:01 AM","2019-08-14 12:00:00 PM"
"023630","23630","1475 John Counter Blvd","140","Public Services and Procurement Canada","24","Lease or Licence","1475 John Counter Blvd, Kingston, Ontario, K7M 8Z6","1717.00","","","","No","3510010","Kingston","35","Ontario","044","Kingston and the Islands","CA","Canada","","","44.261021","-76.520487","0","Not Protected","Rural","2016-10-21 5:00:01 AM","2019-05-17 12:00:00 PM"
"023631","23631","Citi Plaza","140","Public Services and Procurement Canada","24","Lease or Licence","355 Wellington St, Unit 138, London, Ontario, N6A 3N7","592.00","","","","No","3539036","London","35","Ontario","052","London North Centre","CA","Canada","","","42.982831","-81.244842","0","Not Protected","Urban","2016-10-21 5:00:01 AM","2019-05-17 12:00:00 PM"
"023646","23646","130  19th Avenue","140","Public Services and Procurement Canada","24","Lease or Licence","130  19th Avenue, Courtenay, British Columbia, V9N 8S1","434.00","","","","Yes","5926010","Courtenay","59","British Columbia","009","Courtenay--Alberni","CA","Canada","","","49.682680","-124.986367","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2020-01-17 5:00:00 AM"
"023687","23687","Placentia Mall","140","Public Services and Procurement Canada","24","Lease or Licence","61  Blockhouse Road, Placentia, Newfoundland and Labrador, A0B 2Y0","316.00","","","","No","1001240","Placentia","10","Newfoundland and Labrador","001","Avalon","CA","Canada","","","47.237400","-53.967691","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2020-01-17 5:00:00 AM"
"023713","23713","NRC-IRAP Montreal","130","National Research Council Canada","24","Lease or Licence","355 rue Peel, Montréal, QC H3C 2G9","22.00","","1","Good","No","2466023","Montréal","24","Quebec","024","Dorval--Lachine--LaSalle","CA","Canada","","","45.495066","-73.561468","0","Not Protected","Urban","2016-12-19 12:00:00 PM","2022-10-27 5:00:00 AM"
"023715","23715","NRC-IRAP Montreal","130","National Research Council Canada","24","Lease or Licence","405 avenue Ogilvy, tour Ouest, Montréal, QC H3N 1M3","13.00","","1","Good","No","2466023","Montréal","24","Quebec","055","Papineau","CA","Canada","","","45.530857","-73.625135","0","Not Protected","Urban","2016-12-19 12:00:00 PM","2022-10-27 5:00:00 AM"
"023721","23721","NRC-IRAP Markham","130","National Research Council Canada","24","Lease or Licence","3600 Steeles Avenue E, Markham, ON L3R 9Z7","208.00","","1","Good","No","3519036","Markham","35","Ontario","055","Markham--Thornhill","CA","Canada","","","43.818375","-79.334205","0","Not Protected","Urban","2016-12-19 12:00:00 PM","2017-10-24 12:00:01 PM"
"023722","23722","NRC-IRAP Ottawa","130","National Research Council Canada","24","Lease or Licence","7 Bayview Road, Ottawa, ON  K1Y 2C5","9.00","","1","Good","No","3506008","Ottawa","35","Ontario","075","Ottawa Centre","CA","Canada","","","45.409325","-75.727947","0","Not Protected","Rural","2020-12-12 5:00:01 AM","2020-12-12 5:00:01 AM"
"023723","23723","NRC-IRAP Regina","130","National Research Council Canada","24","Lease or Licence","129-6 Research Drive, Offices 129.10 & 129.12, Regina, SK  S4S 7J7","21.00","","1","Good","No","4706027","Regina","47","Saskatchewan","009","Regina--Wascana","CA","Canada","","","50.414265","-104.590750","0","Not Protected","Urban","2016-12-19 12:00:00 PM","2021-06-18 5:00:01 AM"
"023724","23724","NRC-IRAP Burnaby","130","National Research Council Canada","24","Lease or Licence","8900 Nelson Way, Burnaby, BC  V5A 4W9","31.00","","1","Good","No","5915025","Burnaby","59","British Columbia","002","Burnaby North--Seymour","CA","Canada","","","49.274140","-122.911820","0","Not Protected","Urban","2016-12-19 12:00:00 PM","2022-10-27 12:00:00 PM"
"023795","23795","Financial Building","140","Public Services and Procurement Canada","24","Lease or Licence","230  22 Street East, Saskatoon, Saskatchewan, S7K 0E9","602.00","","","","No","4711066","Saskatoon","47","Saskatchewan","012","Saskatoon West","CA","Canada","","","52.128826","-106.662671","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2020-01-17 5:00:00 AM"
"023969","24503","Consulate of Canada in Kolkata","060","Global Affairs Canada","24","Lease or Licence","Property 1& 2, Little Russel Street","850.00","","","","No","","","","","","","IN","India","007","Kolkata","0.000000","0.000000","0","Not Protected","","2019-06-24 12:00:00 PM","2019-06-26 12:00:00 PM"
"024012","24012","West Side Professional Centre","140","Public Services and Procurement Canada","24","Lease or Licence","9906 106 Street","167.00","","","","No","4819012","Grande Prairie","48","Alberta","024","Grande Prairie--Mackenzie","CA","Canada","","","55.170164","-118.814586","0","Not Protected","Urban","2016-12-23 5:00:00 AM","2019-12-13 5:00:00 AM"
"024017","24017","5401 Temple Drive NE","140","Public Services and Procurement Canada","24","Lease or Licence","5401 Temple Drive NE","575.00","","","","No","4806016","Calgary","48","Alberta","004","Calgary Centre","CA","Canada","","","51.084972","-113.956697","0","Not Protected","Urban","2016-12-23 5:00:00 AM","2019-03-30 5:00:00 AM"
"024190","24190","NRC-IRAP Victoria","130","National Research Council Canada","24","Lease or Licence","777 Fort Street, Victoria, BC  V8W 1G9","28.00","","","","Yes","5917034","Victoria","59","British Columbia","041","Victoria","CA","Canada","","","48.424137","-123.363200","0","Not Protected","Urban","2017-04-26 5:00:00 AM","2020-12-11 5:00:00 AM"
"024243","24243","Brossard","520","Export Development Canada","24","Lease or Licence","4805 Lapiniere Ave","513.00","2008","1","Good","Yes","2458007","Brossard","24","Quebec","017","Brossard--Saint-Lambert","CA","Canada","","","45.449845","-73.435146","0","Not Protected","Urban","2019-03-20 5:00:00 AM","2019-03-20 5:00:00 AM"
"024248","24248","Singapore","520","Export Development Canada","24","Lease or Licence","12 Marina boulevard 43-04","561.00","2012","1","Good","Yes","","","","","","","SG","Singapore","001","Singapore","1.277980","103.858530","0","Not Protected","","2017-01-17 5:00:01 AM","2019-12-10 12:00:01 PM"
"024329","24329","NRC-IRAP Vancouver","130","National Research Council Canada","24","Lease or Licence","Suite 900, 1188 West Georgia Street, Vancouver, BC  V6E 4A2","66.00","","0","Unknown","No","5915022","Vancouver","59","British Columbia","034","Vancouver Centre","CA","Canada","","","49.286719","-123.125260","0","Not Protected","Urban","2019-12-18 5:00:00 AM","2021-06-18 5:00:01 AM"
"024332","24332","145 Wellington Street","140","Public Services and Procurement Canada","24","Lease or Licence","145 Wellington Street West","979.00","","","","No","3520005","Toronto","35","Ontario","101","Spadina--Fort York","CA","Canada","","","43.645998","-79.385039","0","Not Protected","Urban","2017-05-18 5:00:00 AM","2019-05-17 12:00:00 PM"
"024357","24357","Main Street Plaza","140","Public Services and Procurement Canada","24","Lease or Licence","175 Main Street, Souris, Prince Edward Island, C0A 2B0","103.00","","","","No","1101036","Souris","11","Prince Edward Island","001","Cardigan","CA","Canada","","","46.354053","-62.243420","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2021-06-10 5:00:01 AM"
"024362","24362","NRC-IRAP Surrey","130","National Research Council Canada","24","Lease or Licence","13450 102 Avenue, Surrey, BC  V3T 0A3","33.00","","","","No","5915004","Surrey","59","British Columbia","032","Surrey Centre","CA","Canada","","","49.177428","-122.842750","0","Not Protected","Urban","2017-06-06 12:00:00 PM","2022-10-27 12:00:00 PM"
"024658","24658","Sir Richard Scott Building","140","Public Services and Procurement Canada","24","Lease or Licence","191 Laurier Avenue West","18835.00","","","","No","3506008","Ottawa","35","Ontario","075","Ottawa Centre","CA","Canada","","","45.420127","-75.695701","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2022-11-30 5:00:00 AM"
