Directory of Federal Real Property
Real Property and Materiel Policy Division
Treasury Board of Canada Secretariat
Government of Canada

Security Level: Not Protected
Date: January 1st, 2023
Sort order:
Character set: ISO 8859 Latin 1
Field Delimiter: Comma
Text Qualifier: Double quote
Field Names: Included in line 16
Data: Begins on line 17
Help: DFRP-ADMIN-RBIF@tbs-sct.gc.ca

"Property Number (TEXT data)","Parcel Number (TEXT data)","Property Name","Custodian Code (TEXT data)","Custodian Name","Primary Use Group Code (TEXT data)","Primary Use Group","Interest Type Code (TEXT data)","Interest Type","Restriction on Interest Code (TEXT data)","Restriction on Interest","Street Address","Place Name","SGC Code (TEXT data)","Municipality","Province or Territory Code (TEXT data)","Province or Territory","Federal Electoral District Code (TEXT data)","Federal Electoral District","Country Code (TEXT data)","Country","City Code (TEXT data)","City","Land Area","Building Count","Floor Area","Exterior Parking","Interior Parking","Interior Parking Included in Floor Area","Latitude","Longitude","Positional Accuracy","Security Code (TEXT data)","Security Designation","Census Classification","Record Created On","Record Last Modified On"
"21730","00","502 4ième Rue E Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","502 4ième Rue Est","","2488055","Amos","24","Quebec","002","Abitibi--Témiscamingue","CA","Canada","","","0.0000",1,"343.00",0,0,"No","48.572104","-78.105933",25,"0","Not Protected","Rural","2013-02-26 1:30:44 PM","2020-03-13 5:00:00 AM"
"21779","00","125 Des Forges St Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","125 Des Forges Street","","2437067","Trois-Rivières","24","Quebec","076","Trois-Rivières","CA","Canada","","","0.0000",1,"303.00",0,1,"No","46.341636","-72.541180",25,"0","Not Protected","Rural","2019-02-14 12:00:00 PM","2020-03-13 5:00:00 AM"
"21793","00","Office (Integrated Traffic Unit)","162","Royal Canadian Mounted Police","45 ","Office","24","Lease or Licence","00","No Restriction","Protected","Protected","4813046","Boyle","48","Alberta","025","Lakeland","CA","Canada","","","0.0000",1,"315.00",0,0,"Yes","Protected","Protected",30,"2","Specific Location Protected","Rural","2013-03-05 1:20:27 PM","2021-07-19 12:00:00 PM"
"21821","00","395 Terminal Avenue Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","395 Terminal Avenue","","3506008","Ottawa","35","Ontario","077","Ottawa South","CA","Canada","","","0.0000",1,"22730.00",26,8,"No","45.414724","-75.654356",100,"0","Not Protected","Rural","2013-04-04 2:55:07 PM","2019-05-17 5:00:01 AM"
"21827","00","Le 2250 Saint-Olivier Street Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","2250 Saint-Olivier Street","","2437067","Trois-Rivières","24","Quebec","076","Trois-Rivières","CA","Canada","","","0.0000",1,"2365.00",0,0,"No","46.335710","-72.550565",100,"0","Not Protected","Rural","2013-03-25 1:47:05 PM","2019-04-18 5:00:00 AM"
"21836","00","Sakku Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","Unit 1 - 164 Mivvik Avenue","","6205017","Rankin Inlet","62","Nunavut","001","Nunavut","CA","Canada","","","0.0000",1,"352.00",0,0,"No","62.810203","-92.096404",25,"0","Not Protected","Rural","2013-03-27 4:07:46 PM","2020-03-06 5:00:00 AM"
"21849","00","FCC Wadena","530","Farm Credit Canada","45 ","Office","24","Lease or Licence","00","No Restriction","241 Main Street North","Wadena","4710068","Wadena","47","Saskatchewan","014","Yorkton--Melville","CA","Canada","","","0.0000",1,"31.00",0,0,"Yes","51.948228","-103.801947",100,"0","Not Protected","Urban","2013-04-17 2:53:47 PM","2022-10-18 12:00:00 PM"
"21850","00","FCC Saskatoon","530","Farm Credit Canada","45 ","Office","24","Lease or Licence","00","No Restriction","110 - 510 Wellman Crescent","Saskatoon","4711066","Saskatoon","47","Saskatchewan","010","Saskatoon--Grasswood","CA","Canada","","","0.0000",1,"1117.00",0,0,"Yes","52.082794","-106.643350",100,"0","Not Protected","Urban","2013-04-17 2:53:47 PM","2022-10-18 12:00:00 PM"
"21876","00","Water Survey Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","122 Navy Road; Lot 7, Block 64, Plan 754","","6101017","Inuvik","61","Northwest Territories","001","Northwest Territories","CA","Canada","","","0.0000",1,"208.00",6,0,"No","68.374775","-133.751100",25,"0","Not Protected","Rural","1990-08-03 12:00:00 AM","2020-03-06 5:00:00 AM"
"21880","00","Place Centre Ville Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","10","Restriction not Defined","11400 1re Avenue E","","2429073","Saint-Georges","24","Quebec","007","Beauce","CA","Canada","","","0.0000",1,"653.00",0,0,"No","46.121700","-70.676600",100,"0","Not Protected","Rural","1990-08-03 12:00:00 AM","2020-12-17 5:00:01 AM"
"21884","00","4475 North Service Rd Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","4475 North Service Road","","3524002","Burlington","35","Ontario","073","Oakville North--Burlington","CA","Canada","","","0.0000",1,"461.00",4,0,"No","43.381228","-79.774673",50,"0","Not Protected","Urban","2013-05-08 1:11:33 PM","2019-05-17 5:00:01 AM"
"21889","00","Morgan Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","55 Thompson Street","","1007013","Clarenville","10","Newfoundland and Labrador","002","Bonavista--Burin--Trinity","CA","Canada","","","0.0300",1,"400.00",17,0,"No","48.170155","-53.981753",10,"0","Not Protected","Rural","2013-05-15 2:03:27 PM","2021-07-19 12:00:00 PM"
"21912","00","Place de Ville Complex Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","320 Queen Street","","3506008","Ottawa","35","Ontario","075","Ottawa Centre","CA","Canada","","","0.0000",1,"24730.00",0,699,"No","45.419100","-75.703410",10,"0","Not Protected","Rural","1990-08-12 12:00:00 AM","2019-04-18 5:00:00 AM"
"21918","00","Billings Bridge Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","2323 Riverside Drive","","3506008","Ottawa","35","Ontario","077","Ottawa South","CA","Canada","","","0.0000",1,"9008.00",7,0,"No","45.385959","-75.679521",10,"0","Not Protected","Rural","1990-08-12 12:00:00 AM","2019-05-17 5:00:01 AM"
"21929","00","319 Principale Street Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","319 Principale Street","","2487090","La Sarre","24","Quebec","002","Abitibi--Témiscamingue","CA","Canada","","","0.0000",1,"311.00",0,0,"No","48.802688","-79.204974",100,"0","Not Protected","Rural","2013-06-10 9:43:42 AM","2021-07-19 12:00:00 PM"
"21980","00","550 Beaumont Avenue Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","550 Beaumont Avenue","","2466023","Montréal","24","Quebec","055","Papineau","CA","Canada","","","0.0000",1,"783.00",0,0,"No","45.527138","-73.619450",100,"0","Not Protected","Urban","2013-06-13 9:36:06 AM","2019-05-17 5:00:01 AM"
"22039","00","Daniel J. MacDonald Site","140","Public Services and Procurement Canada","45 ","Office","10","Crown Owned","00","No Restriction","161 Grafton St.","","1102075","Charlottetown","11","Prince Edward Island","002","Charlottetown","CA","Canada","","","0.7487",1,"13690.00",20,79,"No","46.236264","-63.126333",50,"0","Not Protected","Urban","1990-08-03 12:00:00 AM","2021-07-19 12:00:00 PM"
"22111","00","2379 Holly Lane Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","2379 Holly Lane","","3506008","Ottawa","35","Ontario","064","Nepean","CA","Canada","","","0.0000",1,"1910.00",0,0,"No","45.379752","-75.639253",100,"0","Not Protected","Rural","2013-12-05 5:00:00 AM","2019-04-18 5:00:00 AM"
"22170","00","Royal Trust Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","777 Main Street","","1307022","Moncton","13","New Brunswick","007","Moncton--Riverview--Dieppe","CA","Canada","","","0.0000",1,"1913.00",0,0,"No","46.088500","-64.778200",10,"0","Not Protected","Urban","1990-08-03 12:00:00 AM","2021-07-19 12:00:00 PM"
"22182","00","40 A Moak Crescent Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","40 A Moak Crescent","","4622026","Thompson","46","Manitoba","003","Churchill--Keewatinook Aski","CA","Canada","","","0.0000",1,"168.00",3,0,"No","55.743569","-97.843734",50,"0","Not Protected","Urban","2013-09-26 5:00:00 AM","2020-12-17 5:00:01 AM"
"22187","00","8403 Coronet Rd Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","8403 Coronet Road; Lot 4C, Blk.  1, Plan 872 0678","","4811061","Edmonton","48","Alberta","018","Edmonton Riverbend","CA","Canada","","","0.0009",1,"1208.00",53,0,"No","53.501310","-113.453360",50,"0","Not Protected","Urban","2013-09-27 5:00:00 AM","2019-04-18 5:00:00 AM"
"22200","00","32 Amisk Street Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","32 Amisk Street","","2499804","Mistissini","24","Quebec","001","Abitibi--Baie-James--Nunavik--Eeyou","CA","Canada","","","0.0000",1,"49.00",0,0,"No","50.414576","-73.872645",100,"0","Not Protected","Rural","2013-09-04 12:04:36 PM","2021-07-19 12:00:00 PM"
"22211","00","Professional Building Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","667 Notre-Dame Street","","2460013","Repentigny","24","Quebec","060","Repentigny","CA","Canada","","","0.0000",1,"753.00",0,0,"No","45.753424","-73.431237",100,"0","Not Protected","Urban","2013-09-04 12:04:36 PM","2021-07-19 12:00:00 PM"
"22217","00","Hill Centre Site - Tower III","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1870 Hamilton Street","","4706027","Regina","47","Saskatchewan","009","Regina--Wascana","CA","Canada","","","0.0000",1,"7570.00",22,3,"No","50.449010","-104.609650",50,"0","Not Protected","Urban","2013-09-20 5:00:01 AM","2019-04-18 5:00:00 AM"
"22258","00","6900 Airport Road Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","6900 Airport Road","","3521005","Mississauga","35","Ontario","062","Mississauga--Malton","CA","Canada","","","0.0000",1,"8506.00",49,0,"No","43.703367","-79.637478",50,"0","Not Protected","Urban","1990-08-03 12:00:00 AM","2019-05-17 5:00:01 AM"
"22266","00","Sun Life Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1155 Metcalfe Street","","2466023","Montréal","24","Quebec","077","Ville-Marie--Le Sud-Ouest--Île-des-Soeurs","CA","Canada","","","0.0000",1,"4565.00",0,9,"No","45.500190","-73.570180",100,"0","Not Protected","Urban","2013-09-11 5:00:00 AM","2021-07-19 12:00:00 PM"
"22294","00","1125 Lebourgneuf Blvd Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1125 Lebourgneuf Blvd","","2423027","Québec","24","Quebec","045","Louis-Saint-Laurent","CA","Canada","","","0.0000",1,"949.00",9,1,"No","46.836306","-71.289328",100,"0","Not Protected","Urban","2013-09-20 5:00:01 AM","2021-07-19 12:00:00 PM"
"22306","00","Crestview Shopping Centre Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","3393 Portage Avenue","","4611040","Winnipeg","46","Manitoba","002","Charleswood--St. James--Assiniboia--Headingley","CA","Canada","","","0.0000",1,"439.00",1,0,"No","49.884413","-97.299461",50,"0","Not Protected","Urban","2013-09-25 5:00:00 AM","2020-12-17 5:00:01 AM"
"22307","00","ESDC Offices Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","4807 50 Avenue","","4812018","St. Paul","48","Alberta","025","Lakeland","CA","Canada","","","0.0000",1,"310.00",0,0,"No","53.991113","-111.292500",50,"0","Not Protected","Urban","2013-09-25 5:00:00 AM","2020-12-17 5:00:01 AM"
"22346","00","Beaverbrook Court SIte","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","500 Beaverbrook Court","","1310032","Fredericton","13","New Brunswick","003","Fredericton","CA","Canada","","","0.0000",1,"324.00",4,0,"No","45.954666","-66.648234",85,"0","Not Protected","Urban","1990-08-03 12:00:00 AM","2019-05-17 5:00:01 AM"
"22368","00","Building","060","Global Affairs Canada","45 ","Office","24","Lease or Licence","00","No Restriction","Suite# 205, Park Hyatt, Guindy, Chennai","","","","","","","","IN","India","005","Chennai","0.0000",1,"114.00",0,0,"Yes","","",0,"0","Not Protected","","2013-11-14 5:00:00 AM","2020-12-15 12:00:00 PM"
"22374","00","ONT RHQ - CSC Museum ","161","Correctional Service of Canada","45 ","Office","10","Crown Owned","00","No Restriction","555 King Street West, PO Box 1174 ","","3510010","Kingston","35","Ontario","044","Kingston and the Islands","CA","Canada","","","0.8300",1,"1014.00",0,0,"No","44.221770","-76.513199",100,"0","Not Protected","Rural","2013-11-15 5:00:00 AM","2017-09-25 3:38:02 PM"
"22375","00","ONT RHQ - Main Campus","161","Correctional Service of Canada","45 ","Office","10","Crown Owned","00","No Restriction","443 Union Street, PO Box 1174","","3510010","Kingston","35","Ontario","044","Kingston and the Islands","CA","Canada","","","1.3800",2,"6725.00",0,0,"No","44.225515","-76.511689",100,"0","Not Protected","Rural","2013-11-15 5:00:00 AM","2019-12-16 12:00:00 PM"
"22376","00","North Battleford Service Canada Centre","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1401 101 Street; Lot 23 Block 36 Plan 102233135","","4716029","North Battleford","47","Saskatchewan","001","Battlefords--Lloydminster","CA","Canada","","","0.0000",1,"370.00",2,0,"No","52.778258","-108.297914",50,"0","Not Protected","Urban","2013-11-19 5:00:00 AM","2022-09-23 12:00:00 PM"
"22381","00","Royal Vista Professional Centre Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","25 Royal Vista Place NW","","4806016","Calgary","48","Alberta","010","Calgary Rocky Ridge","CA","Canada","","","0.0000",1,"552.00",0,0,"No","51.150922","-114.210136",25,"0","Not Protected","Urban","2013-11-28 5:00:00 AM","2019-05-17 5:00:01 AM"
"22393","00","NRC-IRAP St. Thomas","130","National Research Council Canada","45 ","Office","24","Lease or Licence","00","No Restriction","Suite #118 - 300 South Edgeware Road, St. Thomas, ON  N5P 4L1","","3534021","St. Thomas","35","Ontario","025","Elgin--Middlesex--London","CA","Canada","","","0.0000",1,"22.00",0,0,"Yes","42.793972","-81.166917",50,"0","Not Protected","Urban","2013-12-09 12:30:00 PM","2021-06-17 12:00:00 PM"
"22398","00","NRC-IRAP Ottawa","130","National Research Council Canada","45 ","Office","24","Lease or Licence","00","No Restriction","Building 94, 3701 Carling Avenue, Ottawa, ON K2H 8S2","","3506008","Ottawa","35","Ontario","079","Ottawa West--Nepean","CA","Canada","","","0.0000",1,"139.00",0,0,"Yes","45.345700","-75.884047",50,"0","Not Protected","Rural","2013-12-09 12:30:00 PM","2022-10-27 12:00:00 PM"
"22401","00","NRC-IRAP Winnipeg","130","National Research Council Canada","45 ","Office","24","Lease or Licence","00","No Restriction","441-100 Innovation Drive, Office 5, Winnipeg, MB  R3T 6G2","","4611040","Winnipeg","46","Manitoba","013","Winnipeg South","CA","Canada","","","0.0000",1,"13.00",0,0,"Yes","49.803278","-97.147161",50,"0","Not Protected","Urban","2013-12-09 12:30:00 PM","2020-12-11 12:00:00 PM"
"22403","00","GC Site - St John's","140","Public Services and Procurement Canada","45 ","Office","10","Crown Owned","00","No Restriction","Empire Avenue at Freshwater Road","","1001519","St. John's","10","Newfoundland and Labrador","007","St. John's South--Mount Pearl","CA","Canada","","","4.6863",1,"12484.00",343,0,"No","47.562408","-52.732409",10,"0","Not Protected","Rural","1990-08-03 12:00:00 AM","2021-07-19 12:00:00 PM"
"22404","00","GC Pension Centre Site","140","Public Services and Procurement Canada","45 ","Office","10","Crown Owned","00","No Restriction","10 Weldon Street","","1307052","Shediac","13","New Brunswick","002","Beauséjour","CA","Canada","","","2.0994",1,"6564.00",240,0,"No","46.220760","-64.539388",30,"0","Not Protected","Rural","1990-08-03 12:00:00 AM","2021-07-19 12:00:00 PM"
"22408","00","NRC-IRAP Halifax","130","National Research Council Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1801 Hollis Street, Halifax, NS  B3J 3C8","","1209034","Halifax","12","Nova Scotia","004","Dartmouth--Cole Harbour","CA","Canada","","","0.0000",1,"74.00",0,0,"Yes","44.649203","-63.573553",50,"0","Not Protected","Rural","2013-12-09 12:30:00 PM","2017-10-24 5:00:00 AM"
"22414","00","NRC-IRAP Oakville","130","National Research Council Canada","45 ","Office","24","Lease or Licence","00","No Restriction","505-710 Dorval Drive, Oakville, ON  L6K 3V7","","3524001","Oakville","35","Ontario","072","Oakville","CA","Canada","","","0.0000",1,"441.00",0,0,"Yes","43.444433","-79.697128",50,"0","Not Protected","Urban","2013-12-09 12:30:00 PM","2017-10-24 5:00:00 AM"
"22419","00","Westfield Square London","530","Farm Credit Canada","45 ","Office","24","Lease or Licence","00","No Restriction","835 Southdale Road West","London","3539036","London","35","Ontario","025","Elgin--Middlesex--London","CA","Canada","","","0.0000",1,"839.00",54,0,"No","42.936506","-81.309278",100,"0","Not Protected","Urban","2013-12-17 5:00:00 AM","2021-04-09 12:00:00 PM"
